***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: NEWAVE     - Versao FPHA_NEWAVE                             *
*                                                                     *
***********************************************************************


____________________________________________________________________

 PMO - AGOSTO - 2024 - sombra Hibrido - NW Versao 29.4                           
____________________________________________________________________

----------------------------------------------------------
Eco dos dados para a Evaporacao das usinas hidroeletricas.                      
----------------------------------------------------------
--------------------------------------------------------------------------------------------
IPER;          Indice do periodo                                                                                                                                                                        
USIH;          Numero de cadastro da usina hidroeletrica                                                                                                                                                
NomeUsih;      Nome de cadastro da usina hidroeletrica                                                                                                                                                  
Vol. Ref.;     Volume de referencia para a montagem da equacao linear para a evaporacao                                                                                                                 
Evap. Ref.;    Evaporacao de referencia para a montagem da equacao linear para a evaporacao.                                                                                                            
Cfevap;        Coeficiente de evaporacao mensal (cadastro)                                                                                                                                              
Flag Evap;     Flag para considerar a evaporacao.                                                                                                                                                       
Evap. Linear;  Flag para considerar o modelo linear para a evaporacao.                                                                                                                                  
Tip. Vol. Ref; Flag do tipo de volume de referencia: 0 - inicial; 1 - util medio.                                                                                                                       
--------------------------------------------------------------------------------------------

@Tabela
-----;-----;--------------;-----------;-----------;--------;-----------;------------;---------------;
IPER ;USIH ;   NomeUsih   ; Vol. Ref. ;Evap. Ref. ; Cfevap ; Flag Evap ;Evap. Linear; Tip. Vol. Ref ;
  -  ;  -  ;      -       ;    HM3    ;    HM3    ;(mm/mes);     -     ;      -     ;       -       ;
-----;-----;--------------;-----------;-----------;--------;-----------;------------;---------------;
  17 ; 196 ; GUAPORE      ;    22.46  ;     0.11  ;    28  ;     1     ;     1      ;     1         ;
  17 ; 203 ; CORUMBA III  ;   840.50  ;     3.71  ;    57  ;     1     ;     1      ;     1         ;
  17 ; 227 ; SINOP        ;  2041.80  ;     2.05  ;     4  ;     1     ;     1      ;     1         ;
  17 ; 228 ; COLIDER      ;  1495.39  ;     4.63  ;    34  ;     1     ;     1      ;     1         ;
  17 ; 229 ; TELES PIRES  ;   961.11  ;     0.83  ;     6  ;     1     ;     1      ;     1         ;
  17 ; 230 ; SAO MANOEL   ;   566.12  ;    -0.69  ;   -11  ;     1     ;     1      ;     1         ;
  17 ; 241 ; SLT VERDINHO ;   392.58  ;     2.38  ;    65  ;     1     ;     1      ;     1         ;
  17 ; 249 ; OURINHOS     ;    20.86  ;     0.28  ;    64  ;     1     ;     1      ;     1         ;
  17 ; 251 ; SERRA MESA   ; 32775.00  ;    61.88  ;    52  ;     1     ;     1      ;     1         ;
  17 ; 252 ; CANA BRAVA   ;  2237.79  ;     6.80  ;    49  ;     1     ;     1      ;     1         ;
  17 ; 253 ; SAO SALVADOR ;   936.28  ;     4.37  ;    42  ;     1     ;     1      ;     1         ;
  17 ; 257 ; PEIXE ANGIC  ;  2476.85  ;     8.98  ;    34  ;     1     ;     1      ;     1         ;
  17 ; 261 ; LAJEADO      ;  5003.06  ;     9.39  ;    15  ;     1     ;     1      ;     1         ;
  17 ; 262 ; SALTO        ;   820.42  ;     3.86  ;    64  ;     1     ;     1      ;     1         ;
  17 ; 276 ; RONDON II    ;   335.23  ;     0.84  ;    14  ;     1     ;     1      ;     1         ;
  17 ; 281 ; PONTE PEDRA  ;    92.56  ;     1.05  ;    55  ;     1     ;     1      ;     1         ;
  17 ; 285 ; JIRAU        ;  2746.70  ;   -22.99  ;   -74  ;     1     ;     1      ;     1         ;
  17 ; 287 ; STO ANTONIO  ;  2282.80  ;   -21.65  ;   -74  ;     1     ;     1      ;     1         ;
  17 ; 290 ; ESPORA       ;   140.00  ;     1.39  ;    55  ;     1     ;     1      ;     1         ;
  17 ; 304 ; ITIQUIRA I   ;     4.99  ;     0.09  ;    41  ;     1     ;     1      ;     1         ;
  17 ; 305 ; ITIQUIRA II  ;     1.00  ;     0.00  ;    41  ;     1     ;     1      ;     1         ;
  17 ; 309 ; JURUENA      ;     2.93  ;     0.01  ;    21  ;     1     ;     1      ;     1         ;
  17 ; 310 ; DARDANELOS   ;     0.89  ;     0.00  ;    13  ;     1     ;     1      ;     1         ;
  17 ; 311 ; CACU         ;   211.60  ;     0.98  ;    62  ;     1     ;     1      ;     1         ;
  17 ; 312 ; B. COQUEIROS ;   321.43  ;     1.67  ;    64  ;     1     ;     1      ;     1         ;
  17 ; 315 ; FOZ R. CLARO ;    96.72  ;     0.63  ;    82  ;     1     ;     1      ;     1         ;
  17 ; 319 ; FICT.MAUA    ;  1805.00  ;     6.54  ;    87  ;     1     ;     1      ;     1         ;
  17 ; 117 ; GUARAPIRANGA ;    95.37  ;     0.89  ;    40  ;     1     ;     1      ;     1         ;
  17 ; 118 ; BILLINGS     ;   566.82  ;     4.15  ;    49  ;     1     ;     1      ;     1         ;
  17 ; 119 ; HENRY BORDEN ;     0.46  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  17 ; 120 ; JAGUARI      ;   839.50  ;     2.75  ;    66  ;     1     ;     1      ;     1         ;
  17 ; 121 ; PARAIBUNA    ;  3414.00  ;     8.70  ;    62  ;     1     ;     1      ;     1         ;
  17 ; 122 ; SANTA BRANCA ;   285.00  ;     1.19  ;    62  ;     1     ;     1      ;     1         ;
  17 ; 123 ; FUNIL        ;   585.50  ;     1.49  ;    51  ;     1     ;     1      ;     1         ;
  17 ; 124 ; LAJES        ;   222.68  ;     1.50  ;    50  ;     1     ;     1      ;     1         ;
  17 ; 126 ; PICADA       ;     6.85  ;     0.07  ;    47  ;     1     ;     1      ;     1         ;
  17 ; 127 ; SOBRAGI      ;     0.09  ;     0.01  ;    49  ;     1     ;     1      ;     1         ;
  17 ; 129 ; SIMPLICIO    ;    13.45  ;     0.60  ;    53  ;     1     ;     1      ;     1         ;
  17 ; 130 ; ILHA POMBOS  ;     5.79  ;     0.14  ;    36  ;     1     ;     1      ;     1         ;
  17 ; 133 ; P. PASSOS    ;    16.26  ;     0.07  ;    64  ;     1     ;     1      ;     1         ;
  17 ; 185 ; BARRA BRAUNA ;    34.00  ;     0.28  ;    33  ;     1     ;     1      ;     1         ;
  17 ; 134 ; SALTO GRANDE ;    67.86  ;     0.27  ;    46  ;     1     ;     1      ;     1         ;
  17 ; 135 ; P. ESTRELA   ;    72.50  ;     0.23  ;    63  ;     1     ;     1      ;     1         ;
  17 ; 139 ; CANDONGA     ;    29.75  ;     0.13  ;    48  ;     1     ;     1      ;     1         ;
  17 ; 143 ; AIMORES      ;   179.25  ;     2.69  ;    84  ;     1     ;     1      ;     1         ;
  17 ; 144 ; MASCARENHAS  ;    21.68  ;     0.28  ;    72  ;     1     ;     1      ;     1         ;
  17 ; 145 ; SUICA        ;     0.35  ;     0.00  ;    56  ;     1     ;     1      ;     1         ;
  17 ; 192 ; GUILMAN-AMOR ;    11.33  ;     0.04  ;    41  ;     1     ;     1      ;     1         ;
  17 ; 193 ; SA CARVALHO  ;     1.53  ;     0.03  ;    61  ;     1     ;     1      ;     1         ;
  17 ; 217 ; ROSAL        ;    17.19  ;     0.09  ;    74  ;     1     ;     1      ;     1         ;
  17 ; 279 ; SAMUEL       ;  2218.33  ;     6.12  ;    15  ;     1     ;     1      ;     1         ;
  17 ; 148 ; IRAPE        ;  4115.93  ;     6.52  ;    65  ;     1     ;     1      ;     1         ;
  17 ; 283 ; STA CLARA MG ;   148.40  ;     0.46  ;    61  ;     1     ;     1      ;     1         ;
  17 ; 001 ; CAMARGOS     ;   456.00  ;     2.75  ;    51  ;     1     ;     1      ;     1         ;
  17 ; 002 ; ITUTINGA     ;    10.64  ;     0.08  ;    48  ;     1     ;     1      ;     1         ;
  17 ; 006 ; FURNAS       ; 14341.50  ;    54.48  ;    52  ;     1     ;     1      ;     1         ;
  17 ; 007 ; M. DE MORAES ;  2790.00  ;    10.01  ;    49  ;     1     ;     1      ;     1         ;
  17 ; 008 ; ESTREITO     ;  1331.40  ;     2.47  ;    53  ;     1     ;     1      ;     1         ;
  17 ; 009 ; JAGUARA      ;   418.20  ;     1.90  ;    56  ;     1     ;     1      ;     1         ;
  17 ; 010 ; IGARAPAVA    ;   234.83  ;     3.12  ;    60  ;     1     ;     1      ;     1         ;
  17 ; 011 ; VOLTA GRANDE ;  2200.40  ;    13.10  ;    65  ;     1     ;     1      ;     1         ;
  17 ; 012 ; P. COLOMBIA  ;  1420.84  ;     9.64  ;    67  ;     1     ;     1      ;     1         ;
  17 ; 014 ; CACONDE      ;   303.00  ;     1.24  ;    60  ;     1     ;     1      ;     1         ;
  17 ; 015 ; E. DA CUNHA  ;    12.79  ;     0.06  ;    58  ;     1     ;     1      ;     1         ;
  17 ; 016 ; A.S.OLIVEIRA ;    22.75  ;     0.16  ;    60  ;     1     ;     1      ;     1         ;
  17 ; 017 ; MARIMBONDO   ;  3520.00  ;    21.68  ;    71  ;     1     ;     1      ;     1         ;
  17 ; 018 ; A. VERMELHA  ;  8440.50  ;    38.40  ;    73  ;     1     ;     1      ;     1         ;
  17 ; 034 ; I. SOLTEIRA  ; 18311.81  ;    86.20  ;    78  ;     1     ;     1      ;     1         ;
  17 ; 024 ; EMBORCACAO   ; 11197.00  ;    16.93  ;    53  ;     1     ;     1      ;     1         ;
  17 ; 025 ; NOVA PONTE   ;  7602.00  ;    18.11  ;    61  ;     1     ;     1      ;     1         ;
  17 ; 026 ; MIRANDA      ;  1047.00  ;     2.58  ;    54  ;     1     ;     1      ;     1         ;
  17 ; 030 ; CORUMBA I    ;   985.00  ;     2.34  ;    53  ;     1     ;     1      ;     1         ;
  17 ; 031 ; ITUMBIARA    ; 10800.00  ;    31.16  ;    58  ;     1     ;     1      ;     1         ;
  17 ; 032 ; CACH.DOURADA ;   464.97  ;     4.07  ;    59  ;     1     ;     1      ;     1         ;
  17 ; 033 ; SAO SIMAO    ;  9770.00  ;    35.75  ;    67  ;     1     ;     1      ;     1         ;
  17 ; 037 ; BARRA BONITA ;  1852.00  ;    16.87  ;    73  ;     1     ;     1      ;     1         ;
  17 ; 038 ; A.S. LIMA    ;   525.23  ;     4.63  ;    74  ;     1     ;     1      ;     1         ;
  17 ; 039 ; IBITINGA     ;   962.68  ;     8.61  ;    75  ;     1     ;     1      ;     1         ;
  17 ; 040 ; PROMISSAO    ;  6344.00  ;    38.22  ;    77  ;     1     ;     1      ;     1         ;
  17 ; 042 ; NAVANHANDAVA ;  2666.00  ;    16.32  ;    77  ;     1     ;     1      ;     1         ;
  17 ; 043 ; TRES IRMAOS  ; 11647.50  ;    55.45  ;    80  ;     1     ;     1      ;     1         ;
  17 ; 045 ; JUPIA        ;  3249.13  ;    25.83  ;    79  ;     1     ;     1      ;     1         ;
  17 ; 046 ; P. PRIMAVERA ; 16138.51  ;   135.78  ;    68  ;     1     ;     1      ;     1         ;
  17 ; 278 ; MANSO        ;  5861.50  ;    14.88  ;    45  ;     1     ;     1      ;     1         ;
  17 ; 047 ; A.A. LAYDNER ;  5425.50  ;    29.46  ;    76  ;     1     ;     1      ;     1         ;
  17 ; 049 ; CHAVANTES    ;  7274.50  ;    28.35  ;    81  ;     1     ;     1      ;     1         ;
  17 ; 050 ; L.N. GARCEZ  ;    39.01  ;     0.68  ;    59  ;     1     ;     1      ;     1         ;
  17 ; 051 ; CANOAS II    ;   144.69  ;     1.60  ;    68  ;     1     ;     1      ;     1         ;
  17 ; 052 ; CANOAS I     ;   205.82  ;     2.07  ;    71  ;     1     ;     1      ;     1         ;
  17 ; 061 ; CAPIVARA     ;  7678.00  ;    34.98  ;    77  ;     1     ;     1      ;     1         ;
  17 ; 062 ; TAQUARUCU    ;   649.62  ;     5.44  ;    73  ;     1     ;     1      ;     1         ;
  17 ; 063 ; ROSANA       ;  1847.58  ;    15.02  ;    69  ;     1     ;     1      ;     1         ;
  17 ; 057 ; MAUA         ;  1805.00  ;     6.54  ;    87  ;     1     ;     1      ;     1         ;
  17 ; 071 ; STA CLARA PR ;   300.00  ;     0.80  ;    52  ;     1     ;     1      ;     1         ;
  17 ; 072 ; FUNDAO       ;    34.48  ;     0.12  ;    62  ;     1     ;     1      ;     1         ;
  17 ; 074 ; G.B. MUNHOZ  ;  3876.50  ;     6.07  ;    63  ;     1     ;     1      ;     1         ;
  17 ; 083 ; BAIXO IGUACU ;   201.24  ;     2.43  ;    79  ;     1     ;     1      ;     1         ;
  17 ; 086 ; BARRA GRANDE ;  3808.12  ;     6.72  ;    91  ;     1     ;     1      ;     1         ;
  17 ; 088 ; SAO ROQUE    ;   566.19  ;     2.04  ;    59  ;     1     ;     1      ;     1         ;
  17 ; 089 ; GARIBALDI    ;   264.00  ;     2.14  ;    86  ;     1     ;     1      ;     1         ;
  17 ; 090 ; CAMPOS NOVOS ;  1398.50  ;     2.83  ;    90  ;     1     ;     1      ;     1         ;
  17 ; 091 ; MACHADINHO   ;  2811.50  ;     5.74  ;    81  ;     1     ;     1      ;     1         ;
  17 ; 092 ; ITA          ;  4924.26  ;    13.69  ;    97  ;     1     ;     1      ;     1         ;
  17 ; 093 ; PASSO FUNDO  ;   887.00  ;    10.54  ;    94  ;     1     ;     1      ;     1         ;
  17 ; 094 ; MONJOLINHO   ;   147.29  ;     0.50  ;    96  ;     1     ;     1      ;     1         ;
  17 ; 095 ; QUEBRA QUEIX ;   124.00  ;     0.36  ;    78  ;     1     ;     1      ;     1         ;
  17 ; 101 ; SAO JOSE     ;   178.85  ;     2.23  ;    95  ;     1     ;     1      ;     1         ;
  17 ; 102 ; PASSO S JOAO ;    95.99  ;     1.97  ;    99  ;     1     ;     1      ;     1         ;
  17 ; 103 ; FOZ CHAPECO  ;  1466.16  ;     7.21  ;    91  ;     1     ;     1      ;     1         ;
  17 ; 097 ; CASTRO ALVES ;    92.46  ;     0.43  ;   101  ;     1     ;     1      ;     1         ;
  17 ; 098 ; MONTE CLARO  ;    11.35  ;     0.11  ;    84  ;     1     ;     1      ;     1         ;
  17 ; 099 ; 14 DE JULHO  ;    55.42  ;     0.45  ;    84  ;     1     ;     1      ;     1         ;
  17 ; 110 ; ERNESTINA    ;   140.00  ;     2.64  ;    96  ;     1     ;     1      ;     1         ;
  17 ; 111 ; PASSO REAL   ;  1967.50  ;    16.58  ;   109  ;     1     ;     1      ;     1         ;
  17 ; 112 ; JACUI        ;    19.60  ;     0.45  ;    93  ;     1     ;     1      ;     1         ;
  17 ; 113 ; ITAUBA       ;   594.90  ;     1.84  ;   108  ;     1     ;     1      ;     1         ;
  17 ; 114 ; D. FRANCISCA ;   320.41  ;     2.06  ;   109  ;     1     ;     1      ;     1         ;
  17 ; 115 ; G.P. SOUZA   ;   101.00  ;     0.36  ;    46  ;     1     ;     1      ;     1         ;
  17 ; 215 ; SALTO PILAO  ;     0.28  ;     0.00  ;    22  ;     1     ;     1      ;     1         ;
  17 ; 073 ; JORDAO       ;    97.50  ;     0.07  ;    75  ;     1     ;     1      ;     1         ;
  17 ; 076 ; SEGREDO      ;  2756.00  ;     5.95  ;    77  ;     1     ;     1      ;     1         ;
  17 ; 077 ; SLT.SANTIAGO ;  4718.50  ;    13.35  ;    79  ;     1     ;     1      ;     1         ;
  17 ; 078 ; SALTO OSORIO ;  1090.90  ;     4.20  ;    75  ;     1     ;     1      ;     1         ;
  17 ; 082 ; SALTO CAXIAS ;  3472.49  ;    10.18  ;    72  ;     1     ;     1      ;     1         ;
  17 ; 169 ; SOBRADINHO   ; 19781.50  ;   300.89  ;   108  ;     1     ;     1      ;     1         ;
  17 ; 172 ; ITAPARICA    ;  9008.00  ;    39.43  ;    55  ;     1     ;     1      ;     1         ;
  17 ; 176 ; COMP PAF-MOX ;  1212.00  ;    11.71  ;    55  ;     1     ;     1      ;     1         ;
  17 ; 178 ; XINGO        ;  3773.00  ;     3.30  ;    55  ;     1     ;     1      ;     1         ;
  17 ; 294 ; FICT.QUEIMAD ;   326.12  ;     1.99  ;    59  ;     1     ;     1      ;     1         ;
  17 ; 295 ; FICT.TRES MA ; 11889.00  ;    43.78  ;    61  ;     1     ;     1      ;     1         ;
  17 ; 308 ; FICT.RETIRO  ;   221.15  ;     0.96  ;    45  ;     1     ;     1      ;     1         ;
  17 ; 154 ; ITAPEBI      ;  1613.07  ;     3.33  ;    54  ;     1     ;     1      ;     1         ;
  17 ; 298 ; FICT.IRAPE   ;  4115.93  ;     6.52  ;    65  ;     1     ;     1      ;     1         ;
  17 ; 189 ; P. CAVALO    ;  2663.00  ;     7.24  ;    65  ;     1     ;     1      ;     1         ;
  17 ; 190 ; B. ESPERANCA ;  4129.00  ;    14.48  ;    45  ;     1     ;     1      ;     1         ;
  17 ; 204 ; CACH.CALDEIR ;   225.34  ;    -0.51  ;   -11  ;     1     ;     1      ;     1         ;
  17 ; 267 ; ESTREITO TOC ;  4944.50  ;     1.18  ;     2  ;     1     ;     1      ;     1         ;
  17 ; 275 ; TUCURUI      ; 30784.00  ;   -18.81  ;    -9  ;     1     ;     1      ;     1         ;
  17 ; 277 ; BALBINA      ; 14859.06  ;    23.33  ;    11  ;     1     ;     1      ;     1         ;
  17 ; 280 ; COARACY NUNE ;   135.38  ;    -0.09  ;    -4  ;     1     ;     1      ;     1         ;
  17 ; 284 ; FERREIRA GOM ;   123.31  ;    -0.13  ;    -8  ;     1     ;     1      ;     1         ;
  17 ; 286 ; STO ANT JARI ;   133.09  ;    -0.28  ;    -9  ;     1     ;     1      ;     1         ;
  17 ; 291 ; FICT.SERRA M ; 23043.75  ;    44.69  ;    52  ;     1     ;     1      ;     1         ;
  17 ; 292 ; FICT.CANA BR ;  2237.79  ;     6.80  ;    49  ;     1     ;     1      ;     1         ;
  17 ; 302 ; FICT.LAJEADO ;  5003.06  ;     9.39  ;    15  ;     1     ;     1      ;     1         ;
  17 ; 303 ; FICT.PEIXE A ;  2476.85  ;     8.98  ;    34  ;     1     ;     1      ;     1         ;
  17 ; 306 ; FICT.SAO SAL ;   936.28  ;     4.37  ;    42  ;     1     ;     1      ;     1         ;
  17 ; 314 ; PIMENTAL     ;  2276.29  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  17 ; 272 ; CURUA-UNA    ;   367.50  ;    -0.58  ;    -8  ;     1     ;     1      ;     1         ;
  17 ; 288 ; BELO MONTE   ;  2276.29  ;    -2.92  ;    -8  ;     1     ;     1      ;     1         ;
  18 ; 004 ; FUNIL-GRANDE ;   265.86  ;     1.77  ;    47  ;     1     ;     1      ;     1         ;
  18 ; 020 ; BATALHA      ;  1105.83  ;     5.32  ;    52  ;     1     ;     1      ;     1         ;
  18 ; 021 ; SERRA FACAO  ;  3475.50  ;     8.96  ;    57  ;     1     ;     1      ;     1         ;
  18 ; 027 ; CAPIM BRANC1 ;   234.70  ;     1.59  ;    51  ;     1     ;     1      ;     1         ;
  18 ; 028 ; CAPIM BRANC2 ;   867.55  ;     3.04  ;    56  ;     1     ;     1      ;     1         ;
  18 ; 029 ; CORUMBA IV   ;  3322.30  ;     9.77  ;    64  ;     1     ;     1      ;     1         ;
  18 ; 048 ; PIRAJU       ;   105.42  ;     0.78  ;    61  ;     1     ;     1      ;     1         ;
  18 ; 066 ; ITAIPU       ; 27914.01  ;    63.63  ;    49  ;     1     ;     1      ;     1         ;
  18 ; 131 ; NILO PECANHA ;     9.00  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  18 ; 132 ; FONTES       ;   393.81  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  18 ; 141 ; BAGUARI      ;    32.46  ;     0.91  ;    71  ;     1     ;     1      ;     1         ;
  18 ; 153 ; SAO DOMINGOS ;   131.30  ;     1.25  ;    66  ;     1     ;     1      ;     1         ;
  18 ; 155 ; RETIRO BAIXO ;   221.15  ;     1.04  ;    49  ;     1     ;     1      ;     1         ;
  18 ; 156 ; TRES MARIAS  ; 11889.00  ;    43.78  ;    61  ;     1     ;     1      ;     1         ;
  18 ; 162 ; QUEIMADO     ;   326.12  ;     2.37  ;    70  ;     1     ;     1      ;     1         ;
  18 ; 195 ; JAURU        ;    16.92  ;     0.10  ;    46  ;     1     ;     1      ;     1         ;
  18 ; 196 ; GUAPORE      ;    22.46  ;     0.15  ;    36  ;     1     ;     1      ;     1         ;
  18 ; 203 ; CORUMBA III  ;   840.50  ;     4.10  ;    63  ;     1     ;     1      ;     1         ;
  18 ; 227 ; SINOP        ;  2041.80  ;    12.78  ;    25  ;     1     ;     1      ;     1         ;
  18 ; 228 ; COLIDER      ;  1495.39  ;     5.72  ;    42  ;     1     ;     1      ;     1         ;
  18 ; 229 ; TELES PIRES  ;   961.11  ;     1.25  ;     9  ;     1     ;     1      ;     1         ;
  18 ; 230 ; SAO MANOEL   ;   566.12  ;    -0.19  ;    -3  ;     1     ;     1      ;     1         ;
  18 ; 241 ; SLT VERDINHO ;   392.58  ;     2.45  ;    67  ;     1     ;     1      ;     1         ;
  18 ; 249 ; OURINHOS     ;    20.86  ;     0.23  ;    52  ;     1     ;     1      ;     1         ;
  18 ; 251 ; SERRA MESA   ; 32775.00  ;    83.30  ;    70  ;     1     ;     1      ;     1         ;
  18 ; 252 ; CANA BRAVA   ;  2237.79  ;     8.60  ;    62  ;     1     ;     1      ;     1         ;
  18 ; 253 ; SAO SALVADOR ;   936.28  ;     5.72  ;    55  ;     1     ;     1      ;     1         ;
  18 ; 257 ; PEIXE ANGIC  ;  2476.85  ;    14.00  ;    53  ;     1     ;     1      ;     1         ;
  18 ; 261 ; LAJEADO      ;  5003.06  ;    26.29  ;    42  ;     1     ;     1      ;     1         ;
  18 ; 262 ; SALTO        ;   820.42  ;     4.22  ;    70  ;     1     ;     1      ;     1         ;
  18 ; 276 ; RONDON II    ;   335.23  ;    -0.48  ;    -8  ;     1     ;     1      ;     1         ;
  18 ; 281 ; PONTE PEDRA  ;    92.56  ;     0.97  ;    51  ;     1     ;     1      ;     1         ;
  18 ; 285 ; JIRAU        ;  2746.70  ;    -9.01  ;   -29  ;     1     ;     1      ;     1         ;
  18 ; 287 ; STO ANTONIO  ;  2282.80  ;    -8.48  ;   -29  ;     1     ;     1      ;     1         ;
  18 ; 290 ; ESPORA       ;   140.00  ;     1.54  ;    61  ;     1     ;     1      ;     1         ;
  18 ; 304 ; ITIQUIRA I   ;     4.99  ;     0.07  ;    34  ;     1     ;     1      ;     1         ;
  18 ; 305 ; ITIQUIRA II  ;     1.00  ;     0.00  ;    34  ;     1     ;     1      ;     1         ;
  18 ; 309 ; JURUENA      ;     2.93  ;     0.01  ;    21  ;     1     ;     1      ;     1         ;
  18 ; 310 ; DARDANELOS   ;     0.89  ;     0.00  ;    11  ;     1     ;     1      ;     1         ;
  18 ; 311 ; CACU         ;   211.60  ;     1.09  ;    69  ;     1     ;     1      ;     1         ;
  18 ; 312 ; B. COQUEIROS ;   321.43  ;     1.83  ;    70  ;     1     ;     1      ;     1         ;
  18 ; 315 ; FOZ R. CLARO ;    96.72  ;     0.58  ;    76  ;     1     ;     1      ;     1         ;
  18 ; 319 ; FICT.MAUA    ;  1805.00  ;     6.02  ;    80  ;     1     ;     1      ;     1         ;
  18 ; 117 ; GUARAPIRANGA ;    95.37  ;     0.78  ;    35  ;     1     ;     1      ;     1         ;
  18 ; 118 ; BILLINGS     ;   566.82  ;     3.64  ;    43  ;     1     ;     1      ;     1         ;
  18 ; 119 ; HENRY BORDEN ;     0.46  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  18 ; 120 ; JAGUARI      ;   839.50  ;     2.84  ;    68  ;     1     ;     1      ;     1         ;
  18 ; 121 ; PARAIBUNA    ;  3414.00  ;    10.11  ;    72  ;     1     ;     1      ;     1         ;
  18 ; 122 ; SANTA BRANCA ;   285.00  ;     1.38  ;    72  ;     1     ;     1      ;     1         ;
  18 ; 123 ; FUNIL        ;   585.50  ;     1.64  ;    56  ;     1     ;     1      ;     1         ;
  18 ; 124 ; LAJES        ;   222.68  ;     1.83  ;    61  ;     1     ;     1      ;     1         ;
  18 ; 126 ; PICADA       ;     6.85  ;     0.08  ;    58  ;     1     ;     1      ;     1         ;
  18 ; 127 ; SOBRAGI      ;     0.09  ;     0.01  ;    66  ;     1     ;     1      ;     1         ;
  18 ; 129 ; SIMPLICIO    ;    13.45  ;     0.81  ;    71  ;     1     ;     1      ;     1         ;
  18 ; 130 ; ILHA POMBOS  ;     5.79  ;     0.12  ;    31  ;     1     ;     1      ;     1         ;
  18 ; 133 ; P. PASSOS    ;    16.26  ;     0.08  ;    73  ;     1     ;     1      ;     1         ;
